id,card_holder_key,card_holder,card_holder_inst_key,building_key,date_key,time_key,reader_key,user_type,hour,used_presence_this_day,is_enrolled_today,company,user_type_label
460,62,b316cf7c-4004-ea8c-6467-85619c2652de,2,1,20251216,805,3,1,13,1,1,Ralph Lauren Corporation,Personnel
461,198,37fec987-e539-7968-dc35-a1d5b60213be,10,4,20260114,923,1,1,15,0,0,Linhart Dentistry,Personnel
462,257,14d78cd4-f5bf-c561-0ba5-773c85696511,18,1,20251112,500,14,1,8,0,0,RXR (75 Rock),Personnel
463,62,b316cf7c-4004-ea8c-6467-85619c2652de,2,1,20260212,547,14,1,9,0,0,Ralph Lauren Corporation,Personnel
464,271,a2511fec-1f3a-7111-e606-33a9a975560b,20,3,20251218,1003,15,1,16,0,0,West Monroe,Personnel
465,51,f228fd16-3afd-dab9-0bfc-fb69a5a2f572,2,1,20251107,694,4,1,11,1,1,Ralph Lauren Corporation,Personnel
466,297,6c78b4a3-6840-6be7-471b-67eb877b54ca,29,2,20251105,630,4,1,10,0,0,OXO International Inc,Personnel
467,192,9fe06dd1-66c9-decf-2075-a2b9694ed7e8,9,1,20260108,609,12,1,10,0,0,Warburg Pincus,Personnel
468,55,0800041e-8cb4-d76c-0ec1-399950cca67c,2,1,20251204,619,7,2,10,0,0,Ralph Lauren Corporation,Visitor
469,158,38028e2e-fa7f-638f-0fce-56f79a5df419,7,3,20251223,769,1,1,12,0,0,Mizuho Americas Services,Personnel
470,42,5b1fdf76-e137-e6b8-b20a-542382de44ea,1,1,20251204,917,8,1,15,0,0,The New York & Presbyterian,Personnel
471,278,7f1f3fd9-b63c-71e8-2fe8-ffbadff9d442,22,5,20251201,716,12,1,11,0,0,JP Morgan Chase,Personnel
472,116,f1b75f8e-414e-c4b5-00c8-d52ece9d8565,5,2,20260203,605,19,2,10,0,0,Convene 31,Visitor
473,25,0010b8ac-a7cb-c470-8833-500bc78a071c,1,1,20260128,577,14,1,9,0,0,The New York & Presbyterian,Personnel
474,233,dd6e2a2b-5d5c-71f6-6d2d-be243ed2401d,14,1,20260126,704,8,1,11,0,0,32 BJ Union,Personnel
475,212,22641690-d15c-01b2-9564-f5f9e3fc371e,11,4,20260113,525,7,1,8,0,0,RGN-New York XXXII LLC,Personnel
476,214,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,12,3,20251217,582,3,2,9,0,0,Palantir & Current,Visitor
477,62,b316cf7c-4004-ea8c-6467-85619c2652de,2,1,20260114,524,1,1,8,0,0,Ralph Lauren Corporation,Personnel
478,156,340bcc82-297f-99c2-a472-8395aadd3f06,7,3,20260109,659,8,2,10,0,0,Mizuho Americas Services,Visitor
479,294,fd18849c-e2ba-23c6-4b3b-bc7efc31c684,27,5,20251203,634,5,1,10,0,0,Equus Workforce,Personnel
480,299,9c022499-7058-67a2-ed51-26f453880772,30,3,20260106,778,18,1,12,0,0,MHANY,Personnel
481,49,9bcf2ab9-9349-5f34-8929-f09089a4f0b0,2,1,20260203,810,4,1,13,0,1,Ralph Lauren Corporation,Personnel
482,36,fcc99495-138a-c336-7dea-1cdb18d9c42d,1,1,20251203,559,12,1,9,0,0,The New York & Presbyterian,Personnel
483,247,5bf977b9-12f1-0097-96ed-7909951f0e03,16,5,20260205,654,20,1,10,0,0,Guidehouse,Personnel
484,189,9542698a-0ae9-fb94-816f-b5e4e9b773d6,9,1,20260115,552,6,1,9,0,0,Warburg Pincus,Personnel
485,218,72155ecc-855c-c933-e439-202dd8bef13c,12,3,20260129,916,18,1,15,0,0,Palantir & Current,Personnel
486,181,ac4dc73d-cbad-8afc-bba6-e296288a1b0f,8,3,20251210,520,1,1,8,0,0,Amazon,Personnel
487,155,c15dc3c6-879b-4d76-efcb-fcb55d1e6214,7,3,20260202,702,5,2,11,0,0,Mizuho Americas Services,Visitor
488,152,95f5ed7d-c8fd-e221-d9e3-11c996511bed,7,3,20260109,551,6,1,9,0,0,Mizuho Americas Services,Personnel
489,265,ec09cf85-b854-2abc-779a-1605be0c0c22,19,2,20251218,782,7,1,13,1,1,Elite Model World,Personnel
490,166,659d225e-18f6-f111-07b0-49fa215b966f,8,3,20251126,667,8,1,11,0,0,Amazon,Personnel
491,90,0237f393-aae5-d173-a32c-020eeb16207d,3,2,20251113,574,3,1,9,0,0,FASHIONPHILE,Personnel
492,287,ea0ef881-5cbd-8807-49f1-d3101d4ed15e,24,2,20251208,918,6,2,15,0,0,Locality,Visitor
493,71,90b1141d-899f-c9b1-5caa-d5d3fa56aec6,3,2,20251215,421,5,1,7,0,0,FASHIONPHILE,Personnel
494,263,1f26e804-3bb8-d507-e912-344f9a45e539,19,2,20251103,489,2,1,8,0,0,Elite Model World,Personnel
495,151,f4437f79-b809-babf-867d-1cbfb38b65de,7,3,20251210,688,2,1,11,1,1,Mizuho Americas Services,Personnel
496,176,9d09c906-b028-0a68-3472-00433d506de3,8,3,20260115,806,2,1,13,0,0,Amazon,Personnel
497,231,8a01651e-3227-a1ff-b6ce-8605a146c5b6,14,1,20251114,886,3,1,14,0,0,32 BJ Union,Personnel
498,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20251211,743,19,1,12,0,0,Mizuho Americas Services,Personnel
499,195,f6b0a376-8cea-b94f-8bde-b94d8c738d12,9,1,20260120,554,11,1,9,0,0,Warburg Pincus,Personnel
500,257,14d78cd4-f5bf-c561-0ba5-773c85696511,18,1,20251223,500,12,1,8,1,1,RXR (75 Rock),Personnel
501,59,cc6b6a81-8e6b-00fd-b027-35ced08bbdf5,2,1,20251114,617,8,1,10,1,1,Ralph Lauren Corporation,Personnel
502,299,9c022499-7058-67a2-ed51-26f453880772,30,3,20251106,615,12,1,10,0,0,MHANY,Personnel
503,81,3c6607ec-3a46-f23c-8ee3-b95b9ab30286,3,2,20260210,854,8,1,14,1,1,FASHIONPHILE,Personnel
504,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20251203,920,12,1,15,0,0,Convene,Personnel
505,185,6df446b4-8d31-8187-f010-5c19b41c8cc9,9,1,20251211,878,3,1,14,0,0,Warburg Pincus,Personnel
506,155,c15dc3c6-879b-4d76-efcb-fcb55d1e6214,7,3,20251230,880,17,1,14,0,0,Mizuho Americas Services,Personnel
507,2,ce5ba133-1ae0-ef24-7369-f3921b5a442f,1,1,20260116,646,15,1,10,0,0,The New York & Presbyterian,Personnel
508,213,808fb319-d439-5940-5e72-845190d0d1a9,12,3,20260107,588,6,1,9,0,0,Palantir & Current,Personnel
509,299,9c022499-7058-67a2-ed51-26f453880772,30,3,20260114,711,9,2,11,0,0,MHANY,Visitor
510,243,7242d45d-bf03-fd18-59d9-cad607cd56fe,16,5,20260114,612,2,1,10,0,0,Guidehouse,Personnel
511,98,098e9e87-dc8e-cac5-61d0-7922263d5f20,4,2,20251110,622,20,1,10,0,0,Convene,Personnel
512,34,b46d8161-b151-5ccb-19f7-3ee9c247e006,1,1,20260128,680,14,1,11,0,0,The New York & Presbyterian,Personnel
513,162,7fff4cbd-c59b-bc4e-b7f8-4d6bbd0352ca,7,3,20260129,639,2,1,10,0,0,Mizuho Americas Services,Personnel
514,65,cc602dda-eea9-e82b-49e4-3a3583652287,2,1,20260209,577,14,1,9,1,1,Ralph Lauren Corporation,Personnel
515,111,8e548622-ae7d-5012-54e4-ea9ec9805bda,4,2,20251230,572,3,1,9,0,0,Convene,Personnel
516,26,44413f8f-6262-02ec-e01e-0217c87acef5,1,1,20260106,448,8,1,7,0,0,The New York & Presbyterian,Personnel
517,203,9ce2f2fe-36ca-6264-67a0-3d567fb7112d,10,4,20260105,584,1,1,9,0,0,Linhart Dentistry,Personnel
518,257,14d78cd4-f5bf-c561-0ba5-773c85696511,18,1,20251118,496,6,1,8,1,1,RXR (75 Rock),Personnel
519,81,3c6607ec-3a46-f23c-8ee3-b95b9ab30286,3,2,20251218,878,4,1,14,1,1,FASHIONPHILE,Personnel
520,97,35e27aef-5020-8f65-4227-5002498ec2ae,4,2,20260114,625,15,1,10,0,0,Convene,Personnel
521,72,cfbbe025-08e3-d4c2-bd14-8ec3e9f21f5f,3,2,20251215,851,17,1,14,0,0,FASHIONPHILE,Personnel
522,99,84a32dd2-48e7-8e1f-12f0-2797395da24c,4,2,20251113,654,13,1,10,0,0,Convene,Personnel
523,106,d16a67bf-092e-4624-a8ac-ea9ee22e6395,4,2,20260116,682,11,1,11,0,0,Convene,Personnel
524,172,02e8d818-a0ec-2701-0ff7-1221a482b10f,8,3,20251104,1016,9,1,16,0,1,Amazon,Personnel
525,112,59fe0e04-8bc5-8487-f8d8-cc36649d002a,5,2,20260202,588,11,1,9,0,0,Convene 31,Personnel
526,290,d0d05c5a-d126-2a11-8f39-c42e82fe97cd,25,3,20260107,700,2,1,11,1,1,Persistent Systems LLC,Personnel
527,242,31e4ed7f-6ad8-3e3d-e6cb-326ef7ee9a48,15,5,20260210,753,18,1,12,0,0,Canada,Personnel
528,131,827ed2f0-ac49-49cb-da81-cbd09c862eea,6,1,20260212,782,16,1,13,0,0,Jack Studios Inc,Personnel
529,234,91efdb7f-828d-bfab-30e1-95c5293e2e9d,14,1,20260130,592,11,2,9,0,0,32 BJ Union,Visitor
530,105,d54bd26b-0304-a2c3-b643-e2c5e7f1ae72,4,2,20260121,624,2,1,10,0,0,Convene,Personnel
531,244,7d46b8c4-ff9d-c479-a816-0a9a992e63f9,16,5,20260112,694,4,1,11,0,0,Guidehouse,Personnel
532,84,cc25526b-04dc-297d-5067-9e9dc03bb11a,3,2,20260105,899,19,1,14,0,0,FASHIONPHILE,Personnel
533,92,03eadd55-3ced-2f7e-5dd1-f62d068a2039,4,2,20260112,712,8,1,11,0,0,Convene,Personnel
534,289,01505081-ecee-56f3-fa61-e12120ca2911,25,3,20251230,1014,5,1,16,0,1,Persistent Systems LLC,Personnel
535,139,6a463b15-8a30-fb2e-3638-d3577130c933,6,1,20251222,501,5,1,8,0,0,Jack Studios Inc,Personnel
536,181,ac4dc73d-cbad-8afc-bba6-e296288a1b0f,8,3,20251111,592,1,1,9,0,1,Amazon,Personnel
537,300,edc35029-9868-9602-4551-462984ffb4a0,30,3,20251215,632,19,1,10,0,0,MHANY,Personnel
538,167,e6329b9f-76e1-5a1a-6284-e47ff6e3519e,8,3,20251226,473,9,2,7,0,1,Amazon,Visitor
539,222,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,13,2,20251117,750,18,1,12,0,0,Roku,Personnel
540,108,1573d3a7-87e6-42d9-c0c2-1d35267ccc1f,4,2,20251103,847,3,1,14,1,1,Convene,Personnel
541,74,301ab779-eb79-7bfc-e991-321f5a2cfbad,3,2,20251118,884,19,1,14,1,1,FASHIONPHILE,Personnel
542,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20251229,703,14,1,11,0,0,Mizuho Americas Services,Personnel
543,82,2a2686a4-90f3-4ff1-6782-c122b97c196c,3,2,20251118,551,18,1,9,0,0,FASHIONPHILE,Personnel
544,145,3f12fd9e-d31c-8d77-1592-74fca76e381d,6,1,20251112,560,2,1,9,0,0,Jack Studios Inc,Personnel
545,49,9bcf2ab9-9349-5f34-8929-f09089a4f0b0,2,1,20251113,587,2,1,9,0,0,Ralph Lauren Corporation,Personnel
546,256,9f8e1526-0370-9824-30f3-7e5abc851655,18,1,20251126,891,5,1,14,1,1,RXR (75 Rock),Personnel
547,111,8e548622-ae7d-5012-54e4-ea9ec9805bda,4,2,20260113,717,5,1,11,0,0,Convene,Personnel
548,281,5906391c-98ac-9145-f1b8-eeb8dc7d87e1,22,5,20251124,588,15,1,9,0,0,JP Morgan Chase,Personnel
549,120,92c5f84d-48e8-98a9-1d3b-a4a31764e199,5,2,20251106,640,2,1,10,0,0,Convene 31,Personnel
550,56,9a612bba-141b-0166-f3a7-bee44ca62d5e,2,1,20251211,785,14,1,13,0,0,Ralph Lauren Corporation,Personnel
551,250,88dea244-089b-b75c-436e-55fe69ea8c46,17,4,20251208,825,12,1,13,0,0,StoneX Group Inc,Personnel
552,100,d144b854-d786-59dd-1185-2ef56635747b,4,2,20251114,498,12,1,8,0,0,Convene,Personnel
553,98,098e9e87-dc8e-cac5-61d0-7922263d5f20,4,2,20260211,520,6,1,8,0,0,Convene,Personnel
554,99,84a32dd2-48e7-8e1f-12f0-2797395da24c,4,2,20251104,806,1,1,13,0,0,Convene,Personnel
555,60,99d7efa5-6b53-ab32-795f-54bf7cef5409,2,1,20260116,507,15,1,8,0,0,Ralph Lauren Corporation,Personnel
556,90,0237f393-aae5-d173-a32c-020eeb16207d,3,2,20251113,449,10,1,7,0,0,FASHIONPHILE,Personnel
557,228,1a2abf01-34ee-fdd9-5fab-ed59f55edec7,13,2,20251210,893,9,1,14,0,0,Roku,Personnel
558,121,a7b63698-60f9-5e52-e5af-046ebedfbc98,5,2,20251217,572,14,1,9,0,0,Convene 31,Personnel
559,238,0b9d0fab-31b8-5dc6-16d3-c9006f21c20c,15,5,20260107,740,13,2,12,0,0,Canada,Visitor
560,101,fde7ddd2-b63c-db47-391f-f55398bfe71b,4,2,20251217,566,20,1,9,0,0,Convene,Personnel
561,213,808fb319-d439-5940-5e72-845190d0d1a9,12,3,20260211,498,19,1,8,0,0,Palantir & Current,Personnel
562,41,5c320523-b390-cd82-d946-b12ed9b83174,1,1,20251119,739,9,1,12,0,0,The New York & Presbyterian,Personnel
563,104,41ed446f-8949-ce63-27de-5fa29551077d,4,2,20251125,670,9,2,11,0,0,Convene,Visitor
564,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20251231,641,11,1,10,0,1,Mizuho Americas Services,Personnel
565,252,9233d4c3-f3c0-1d56-f8b9-820ebc1f2d46,17,4,20251105,567,6,1,9,0,1,StoneX Group Inc,Personnel
566,292,8e96a1f0-ce5a-0b2f-1a36-99a2372b98c6,26,4,20260203,522,13,1,8,1,1,The Bliss Group,Personnel
567,116,f1b75f8e-414e-c4b5-00c8-d52ece9d8565,5,2,20251120,1073,5,1,17,0,0,Convene 31,Personnel
568,140,2383493d-e42f-25fb-ba12-41e93ea56985,6,1,20251202,570,19,1,9,0,0,Jack Studios Inc,Personnel
569,185,6df446b4-8d31-8187-f010-5c19b41c8cc9,9,1,20251229,497,15,1,8,0,0,Warburg Pincus,Personnel
570,208,978c5f6d-4a07-852f-ec1d-5e908538def6,11,4,20251231,773,4,1,12,0,0,RGN-New York XXXII LLC,Personnel
571,229,97a05e30-149a-42c8-bfff-6430a1061ef4,14,1,20251120,766,2,1,12,0,0,32 BJ Union,Personnel
572,180,4cd6b1a1-d78e-20cf-d347-f0dc907db867,8,3,20251111,1050,5,1,17,0,0,Amazon,Personnel
573,224,8e0d1fda-f3e3-cf88-416a-d5c8cb0f750c,13,2,20260112,690,4,1,11,0,0,Roku,Personnel
574,154,917e28a7-e138-938b-248b-8c1570825695,7,3,20251125,669,2,1,11,0,0,Mizuho Americas Services,Personnel
575,229,97a05e30-149a-42c8-bfff-6430a1061ef4,14,1,20251210,774,18,1,12,0,0,32 BJ Union,Personnel
576,67,999cf579-8379-0fd7-4173-fa6279681752,2,1,20251231,587,19,1,9,1,1,Ralph Lauren Corporation,Personnel
577,275,e2d768ed-b72f-c306-f2c4-eca1f76040fe,21,4,20251105,884,14,1,14,0,0,STRAUB COLLABORATIVE,Personnel
578,112,59fe0e04-8bc5-8487-f8d8-cc36649d002a,5,2,20251111,757,14,1,12,0,0,Convene 31,Personnel
579,188,9a1aedfe-e476-9fba-a6a1-8f8f6594b1a2,9,1,20260128,1023,13,2,17,0,0,Warburg Pincus,Visitor
580,134,45900178-3626-7b9e-00bf-5aa273678844,6,1,20251211,582,8,1,9,0,0,Jack Studios Inc,Personnel
581,29,93198907-a64b-c59e-cf45-e8f472a432a2,1,1,20260115,435,6,1,7,0,0,The New York & Presbyterian,Personnel
582,7,1d2a6e46-8de1-6bb4-5927-fe7483fc0f15,1,1,20251230,502,20,2,8,0,0,The New York & Presbyterian,Visitor
583,138,8f0d0049-0a58-d530-3f5b-8da2eae40ca1,6,1,20260108,524,12,1,8,0,0,Jack Studios Inc,Personnel
584,145,3f12fd9e-d31c-8d77-1592-74fca76e381d,6,1,20251208,629,11,1,10,0,0,Jack Studios Inc,Personnel
585,204,03a19036-8e1d-d5eb-126f-9ddd281332bd,10,4,20260113,887,8,1,14,0,0,Linhart Dentistry,Personnel
586,214,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,12,3,20260121,667,20,1,11,0,0,Palantir & Current,Personnel
587,294,fd18849c-e2ba-23c6-4b3b-bc7efc31c684,27,5,20260116,773,9,1,12,1,1,Equus Workforce,Personnel
588,33,60b23c89-4e26-4556-62b4-fa6c336f3b03,1,1,20251117,764,12,1,12,0,0,The New York & Presbyterian,Personnel
589,132,377fca19-dc32-3c06-c830-33483372d5d8,6,1,20251113,622,2,2,10,0,0,Jack Studios Inc,Visitor
590,2,ce5ba133-1ae0-ef24-7369-f3921b5a442f,1,1,20251120,512,5,1,8,0,0,The New York & Presbyterian,Personnel
591,200,a47bdce5-1135-62a0-f7b4-eb586da5f0ae,10,4,20260202,541,9,1,9,0,0,Linhart Dentistry,Personnel
592,203,9ce2f2fe-36ca-6264-67a0-3d567fb7112d,10,4,20251117,873,18,1,14,0,0,Linhart Dentistry,Personnel
593,87,5c98abce-f087-ebcf-8e97-044df72d9ff9,3,2,20251230,804,18,1,13,0,0,FASHIONPHILE,Personnel
594,267,2ace2df6-eb35-0f29-8157-5366ab0eafb7,20,3,20251125,618,19,1,10,0,0,West Monroe,Personnel
595,97,35e27aef-5020-8f65-4227-5002498ec2ae,4,2,20251111,802,15,1,13,0,1,Convene,Personnel
596,151,f4437f79-b809-babf-867d-1cbfb38b65de,7,3,20251118,562,17,1,9,0,0,Mizuho Americas Services,Personnel
597,12,b3396a7c-95c4-accb-e049-1431903850c5,1,1,20251212,1163,2,1,19,0,0,The New York & Presbyterian,Personnel
598,248,7b7ec8a5-9ff2-75e0-6f53-0251394f0bbf,16,5,20251105,725,10,1,12,0,0,Guidehouse,Personnel
599,287,ea0ef881-5cbd-8807-49f1-d3101d4ed15e,24,2,20251211,510,6,1,8,0,0,Locality,Personnel
600,165,5b1b0279-4f83-823f-a667-5cbadc7b4dbf,7,3,20260128,672,17,1,11,0,0,Mizuho Americas Services,Personnel
601,61,58adfc00-194f-3207-37f2-3d1c5873df31,2,1,20260105,692,2,2,11,0,0,Ralph Lauren Corporation,Visitor
602,108,1573d3a7-87e6-42d9-c0c2-1d35267ccc1f,4,2,20251210,515,2,1,8,0,0,Convene,Personnel
603,277,08904c1c-fe2c-e0f5-1d46-d7d3f9f826ca,21,4,20251231,624,13,1,10,0,0,STRAUB COLLABORATIVE,Personnel
604,185,6df446b4-8d31-8187-f010-5c19b41c8cc9,9,1,20251210,938,7,1,15,0,0,Warburg Pincus,Personnel
605,251,cbc36bef-5a5f-9e73-0222-2ec1b285b0f7,17,4,20251112,976,11,1,16,0,0,StoneX Group Inc,Personnel
606,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20251208,760,15,1,12,0,0,Convene,Personnel
607,151,f4437f79-b809-babf-867d-1cbfb38b65de,7,3,20251202,577,17,1,9,0,0,Mizuho Americas Services,Personnel
608,2,ce5ba133-1ae0-ef24-7369-f3921b5a442f,1,1,20260102,581,12,2,9,0,0,The New York & Presbyterian,Visitor
609,13,aabf7434-d264-ad4f-1096-7561dd51e1d8,1,1,20260129,576,6,1,9,0,0,The New York & Presbyterian,Personnel
610,279,9d89f800-067c-b151-173b-19d5aab8fd58,22,5,20251117,930,7,1,15,0,0,JP Morgan Chase,Personnel
611,262,33bceaa6-7a1b-02c3-2dfa-cb17d36d9bc9,19,2,20260210,712,15,2,11,0,0,Elite Model World,Visitor
612,15,b2ada4a6-2d7c-24f6-21f3-67c7c4c4949f,1,1,20260129,647,7,2,10,0,0,The New York & Presbyterian,Visitor
613,6,7ca47c89-8972-22b9-acc5-726e7ea166fe,1,1,20251121,633,13,1,10,0,0,The New York & Presbyterian,Personnel
614,29,93198907-a64b-c59e-cf45-e8f472a432a2,1,1,20251215,785,7,1,13,0,0,The New York & Presbyterian,Personnel
615,40,04dc731f-2ef1-8704-e4de-276732484f66,1,1,20251210,575,13,1,9,0,0,The New York & Presbyterian,Personnel
616,182,d383042a-d4e9-89e0-e340-17d711d8ce32,9,1,20251106,1105,8,1,18,0,0,Warburg Pincus,Personnel
617,88,aee91261-a748-d316-eb27-3902442b1769,3,2,20260205,619,14,1,10,0,0,FASHIONPHILE,Personnel
618,293,337570f7-8581-9ce0-05e7-8bb66662dab8,27,5,20251208,825,17,1,13,1,1,Equus Workforce,Personnel
619,227,0d07eedf-aa28-8d27-15ab-2292b9377e9c,13,2,20251212,1066,13,1,17,0,0,Roku,Personnel
620,55,0800041e-8cb4-d76c-0ec1-399950cca67c,2,1,20260202,1192,1,2,19,0,0,Ralph Lauren Corporation,Visitor
621,283,d78d002f-d488-cc39-5712-dacc8d653be0,23,5,20251201,467,4,1,7,0,0,Cahill Gordon,Personnel
622,106,d16a67bf-092e-4624-a8ac-ea9ee22e6395,4,2,20260102,680,2,1,11,0,0,Convene,Personnel
623,292,8e96a1f0-ce5a-0b2f-1a36-99a2372b98c6,26,4,20260106,483,16,2,8,0,0,The Bliss Group,Visitor
624,210,8fb0f398-69f6-fccc-02fb-7ebd286fc307,11,4,20260206,671,8,2,11,0,0,RGN-New York XXXII LLC,Visitor
625,224,8e0d1fda-f3e3-cf88-416a-d5c8cb0f750c,13,2,20251219,1014,15,1,16,0,0,Roku,Personnel
626,52,ebe8428b-bcde-302a-b099-3790d38c4af3,2,1,20251110,557,7,1,9,1,1,Ralph Lauren Corporation,Personnel
627,199,91af50fc-e08a-fe5b-a49f-70c0057b19d8,10,4,20260108,533,18,1,8,0,0,Linhart Dentistry,Personnel
628,74,301ab779-eb79-7bfc-e991-321f5a2cfbad,3,2,20260122,595,2,2,9,0,0,FASHIONPHILE,Visitor
629,106,d16a67bf-092e-4624-a8ac-ea9ee22e6395,4,2,20260204,1196,10,1,19,0,0,Convene,Personnel
630,72,cfbbe025-08e3-d4c2-bd14-8ec3e9f21f5f,3,2,20251105,891,12,2,14,0,0,FASHIONPHILE,Visitor
631,230,0cb306f5-6af0-a4a4-ce4e-7234015e9032,14,1,20251112,697,7,1,11,0,0,32 BJ Union,Personnel
632,103,35b30d2f-1b6c-cfc5-0e89-270841512c15,4,2,20251112,1032,15,1,17,0,1,Convene,Personnel
633,233,dd6e2a2b-5d5c-71f6-6d2d-be243ed2401d,14,1,20260203,979,9,1,16,0,0,32 BJ Union,Personnel
634,165,5b1b0279-4f83-823f-a667-5cbadc7b4dbf,7,3,20260212,617,15,1,10,0,0,Mizuho Americas Services,Personnel
635,65,cc602dda-eea9-e82b-49e4-3a3583652287,2,1,20260116,553,14,1,9,0,0,Ralph Lauren Corporation,Personnel
636,173,7156224d-6ba0-834b-470e-0e48b3e13072,8,3,20251205,772,12,1,12,0,0,Amazon,Personnel
637,10,0277cfb8-1a69-f658-b217-40ab8c44af4a,1,1,20260108,659,16,1,10,0,0,The New York & Presbyterian,Personnel
638,225,063184eb-9f84-9834-0dfd-435c403cb9b5,13,2,20260203,782,17,1,13,0,0,Roku,Personnel
639,119,e6037a42-644e-0795-4680-a004d2c20519,5,2,20251217,569,12,1,9,0,0,Convene 31,Personnel
640,275,e2d768ed-b72f-c306-f2c4-eca1f76040fe,21,4,20251223,840,6,1,14,0,0,STRAUB COLLABORATIVE,Personnel
641,86,d4dac8df-d0a9-d3dc-b8cc-a497880cb866,3,2,20260211,613,10,1,10,0,0,FASHIONPHILE,Personnel
642,77,c9e6de25-6c6d-aa21-b5f1-e1b19cee9ef6,3,2,20251205,533,3,1,8,1,1,FASHIONPHILE,Personnel
643,267,2ace2df6-eb35-0f29-8157-5366ab0eafb7,20,3,20260114,647,1,1,10,0,0,West Monroe,Personnel
644,252,9233d4c3-f3c0-1d56-f8b9-820ebc1f2d46,17,4,20251125,491,11,1,8,0,0,StoneX Group Inc,Personnel
645,170,b9049117-bef6-b91f-fd9f-2b2a444e86d1,8,3,20251112,938,4,1,15,0,0,Amazon,Personnel
646,48,44448012-1132-7e36-978e-8e3a6ab9c301,2,1,20251103,599,10,1,9,0,0,Ralph Lauren Corporation,Personnel
647,222,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,13,2,20251107,1099,9,1,18,0,0,Roku,Personnel
648,27,986d139d-d9ee-64f2-a9c3-4ede20186288,1,1,20260116,923,8,1,15,0,0,The New York & Presbyterian,Personnel
649,121,a7b63698-60f9-5e52-e5af-046ebedfbc98,5,2,20251215,514,6,1,8,0,0,Convene 31,Personnel
650,246,90ed8305-1457-8457-1b71-fc951c8fab19,16,5,20260212,553,10,1,9,0,0,Guidehouse,Personnel
651,87,5c98abce-f087-ebcf-8e97-044df72d9ff9,3,2,20251217,610,13,1,10,0,0,FASHIONPHILE,Personnel
652,290,d0d05c5a-d126-2a11-8f39-c42e82fe97cd,25,3,20251112,702,6,1,11,0,0,Persistent Systems LLC,Personnel
653,214,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,12,3,20251204,629,17,2,10,0,0,Palantir & Current,Visitor
654,32,1aeab4a0-da16-2190-a658-562d7c11544d,1,1,20260130,680,13,1,11,0,0,The New York & Presbyterian,Personnel
655,265,ec09cf85-b854-2abc-779a-1605be0c0c22,19,2,20251218,715,2,1,11,0,0,Elite Model World,Personnel
656,103,35b30d2f-1b6c-cfc5-0e89-270841512c15,4,2,20260206,727,13,1,12,0,0,Convene,Personnel
657,208,978c5f6d-4a07-852f-ec1d-5e908538def6,11,4,20251121,611,18,2,10,0,0,RGN-New York XXXII LLC,Visitor
658,297,6c78b4a3-6840-6be7-471b-67eb877b54ca,29,2,20251211,616,11,1,10,0,0,OXO International Inc,Personnel
659,202,9f502a29-f707-81f3-3376-d335be6c6225,10,4,20251117,648,10,1,10,0,1,Linhart Dentistry,Personnel
660,228,1a2abf01-34ee-fdd9-5fab-ed59f55edec7,13,2,20251125,564,13,1,9,0,0,Roku,Personnel
661,184,087a01f1-f785-3f7d-711f-907290f15664,9,1,20251223,921,4,1,15,0,0,Warburg Pincus,Personnel
662,140,2383493d-e42f-25fb-ba12-41e93ea56985,6,1,20251210,626,18,1,10,0,0,Jack Studios Inc,Personnel
663,173,7156224d-6ba0-834b-470e-0e48b3e13072,8,3,20251211,983,5,1,16,0,0,Amazon,Personnel
664,237,d6c4cde6-4b32-3805-b330-42c08d876ff8,15,5,20260210,863,9,1,14,0,0,Canada,Personnel
665,87,5c98abce-f087-ebcf-8e97-044df72d9ff9,3,2,20251224,689,20,1,11,0,0,FASHIONPHILE,Personnel
666,53,f98cd177-0707-41d3-cf3d-1bd1397b7b0e,2,1,20251217,828,19,1,13,0,0,Ralph Lauren Corporation,Personnel
667,170,b9049117-bef6-b91f-fd9f-2b2a444e86d1,8,3,20260120,704,7,1,11,0,0,Amazon,Personnel
668,193,855f28c6-1a3d-3f6a-b16a-357f814296fe,9,1,20251208,872,17,1,14,0,0,Warburg Pincus,Personnel
669,24,052d3456-bf63-939b-e6bb-264b60d69376,1,1,20251202,798,6,1,13,0,0,The New York & Presbyterian,Personnel
670,264,3ad3e6dc-3c16-70e7-c47c-d2bba5b7aa2d,19,2,20251222,580,7,1,9,1,1,Elite Model World,Personnel
671,41,5c320523-b390-cd82-d946-b12ed9b83174,1,1,20260120,599,9,1,9,0,0,The New York & Presbyterian,Personnel
672,170,b9049117-bef6-b91f-fd9f-2b2a444e86d1,8,3,20260209,463,3,1,7,0,0,Amazon,Personnel
673,17,d10ba14a-4540-8890-ec84-75ca06c8cf7f,1,1,20260108,700,9,1,11,0,0,The New York & Presbyterian,Personnel
