product_id,product_name,category,price,stock,created_at,updated_at
PROD_000223,ProDock Max,Storage,1555.94,510,2026-01-16T13:59:32.467554Z,2026-04-02T00:21:58.727107Z
PROD_000224,SecureVault 14,Accessories,1224.43,865,2024-08-12T20:23:07.929507Z,2025-12-26T00:52:27.280313Z
PROD_000225,SecureVault Air,Audio,121.97,451,2024-09-06T16:46:17.537175Z,2025-12-15T06:51:00.239073Z
PROD_000226,NanoMouse X2,Electronics,628.97,888,2025-07-26T09:56:16.650317Z,2026-03-19T04:30:11.539044Z
PROD_000227,PowerHub Air,Storage,162.17,810,2024-08-11T21:50:24.842623Z,2025-02-20T08:15:47.994284Z
PROD_000228,FlexStand Air,Audio,221.43,273,2025-12-18T01:35:35.691000Z,2026-06-26T18:57:20.778498Z
PROD_000229,CoreSwitch 14,Peripherals,1420.61,446,2024-08-25T00:54:45.864916Z,2025-03-17T10:09:27.649397Z
PROD_000230,VisionPanel Max,Electronics,1509.36,133,2024-09-25T19:38:42.652686Z,2025-01-30T12:24:12.229580Z
PROD_000231,NanoMouse Max,Accessories,75.66,361,2026-04-07T08:00:15.030777Z,2026-07-21T14:38:41.621982Z
PROD_000232,StreamDeck 14,Software,303.68,213,2025-07-28T05:01:07.153060Z,2025-12-15T20:38:22.225445Z
PROD_000233,VisionPanel Max,Networking,246.87,716,2025-07-01T01:48:44.895823Z,2025-07-03T12:59:33.132451Z
PROD_000234,ProDock 14,Electronics,1943.4,354,2024-09-26T09:33:18.743248Z,2025-07-31T14:13:58.541280Z
PROD_000235,SwiftDrive Air,Networking,877.42,277,2025-12-11T22:21:40.712936Z,2026-05-13T10:15:33.870178Z
PROD_000236,VisionPanel Max,Networking,274.32,447,2024-10-26T08:54:08.615389Z,2026-04-27T11:55:06.528947Z
PROD_000237,CoreSwitch S,Computers,840.33,344,2025-08-07T10:37:02.255515Z,2026-02-09T01:59:32.129953Z
PROD_000238,EdgeRouter Air,Computers,1391.07,691,2026-04-28T10:00:52.743028Z,2026-06-09T09:32:35.295409Z
PROD_000239,QuietKey Pro,Audio,1414.86,416,2024-11-26T22:18:02.248855Z,2025-10-25T10:01:28.978087Z
PROD_000240,ClearAudio Max,Peripherals,2045.35,520,2026-04-02T16:04:54.065014Z,2026-05-18T16:48:45.140618Z
PROD_000241,EdgeRouter Elite,Software,1602.11,642,2025-11-01T15:59:31.284698Z,2026-06-13T11:36:55.188659Z
PROD_000242,PowerHub Pro,Storage,903.6,494,2024-11-29T19:30:39.040409Z,2025-04-07T00:31:03.745217Z
PROD_000243,EdgeRouter Air,Accessories,701.93,472,2025-07-05T08:59:46.886520Z,2026-01-07T03:27:27.139011Z
PROD_000244,CoreSwitch Elite,Peripherals,494.01,372,2026-03-01T18:14:21.945435Z,2026-05-27T00:59:10.814243Z
PROD_000245,SecureVault 14,Computers,1094.71,801,2025-11-01T04:58:49.160477Z,2026-03-15T15:09:43.506121Z
PROD_000246,StreamDeck X2,Storage,968.59,282,2025-02-19T03:31:58.974010Z,2025-04-24T20:52:03.058596Z
PROD_000247,SecureVault Lite,Peripherals,830.09,850,2025-08-09T11:59:27.840349Z,2026-01-28T05:07:27.585360Z
PROD_000248,SecureVault Elite,Accessories,2296.24,424,2026-06-11T16:03:35.860222Z,2026-06-24T19:22:48.008156Z
PROD_000249,MeshCam 14,Computers,741.12,485,2026-03-18T02:23:58.345641Z,2026-04-10T21:30:35.336655Z
PROD_000250,SwiftDrive Max,Accessories,1844.15,47,2024-11-04T19:43:15.912618Z,2026-06-19T02:42:43.440647Z
PROD_000251,QuietKey X2,Electronics,110.61,90,2026-03-13T01:23:23.828433Z,2026-07-23T17:12:38.082081Z
PROD_000252,VisionPanel S,Electronics,245.48,625,2025-08-14T22:12:43.710793Z,2025-11-26T23:15:45.227680Z
PROD_000253,UltraBook Pro,Storage,2258.52,556,2025-10-18T17:40:28.543959Z,2026-02-19T05:41:04.586780Z
PROD_000254,PowerHub Air,Accessories,1289.2,791,2025-03-05T14:27:25.260535Z,2025-11-30T23:56:17.923457Z
PROD_000255,EdgeRouter Air,Networking,2027.89,301,2024-12-17T05:47:49.424419Z,2024-12-25T13:18:30.291602Z
PROD_000256,UltraBook Lite,Storage,378.64,784,2025-09-27T21:48:10.798622Z,2026-03-03T15:38:52.455180Z
PROD_000257,CoreSwitch Air,Audio,990.35,279,2025-10-27T19:36:10.326212Z,2026-04-12T12:33:28.695993Z
PROD_000258,SwiftDrive X2,Peripherals,234.74,338,2025-04-21T13:25:19.685343Z,2025-11-03T04:12:39.292708Z
PROD_000259,RapidSSD 14,Accessories,49.31,274,2025-01-04T18:24:24.438618Z,2026-01-26T21:51:33.066979Z
PROD_000260,VisionPanel Pro,Networking,2302.0,272,2024-12-03T12:35:31.144043Z,2026-06-06T05:57:03.237561Z
PROD_000261,SecureVault Lite,Accessories,1135.81,691,2025-03-24T22:04:13.539682Z,2025-11-27T13:31:58.315413Z
PROD_000262,SwiftDrive 14,Peripherals,1703.75,335,2026-01-16T18:24:43.838947Z,2026-04-09T10:43:49.471183Z
PROD_000263,SecureVault X2,Software,1598.66,514,2026-05-30T12:35:43.002232Z,2026-07-21T01:56:22.353710Z
PROD_000264,PowerHub S,Audio,184.37,616,2024-12-13T08:13:26.959959Z,2026-01-22T07:10:29.038190Z
PROD_000265,ClearAudio Max,Audio,898.16,181,2024-11-18T01:03:18.158256Z,2025-08-06T02:43:32.452244Z
PROD_000266,VisionPanel 14,Computers,1077.31,646,2025-11-10T18:05:36.553313Z,2025-12-31T11:42:42.022756Z
PROD_000267,SwiftDrive Max,Peripherals,1935.61,50,2025-09-23T17:05:40.275892Z,2026-04-02T06:58:11.873417Z
PROD_000268,PowerHub S,Storage,466.29,190,2026-02-28T15:42:37.725445Z,2026-07-06T22:03:49.292709Z
PROD_000269,NanoMouse Air,Computers,0.0,754,2025-02-26T15:02:02.381294Z,2025-06-04T04:08:38.085481Z
PROD_000270,CoreSwitch Lite,Accessories,1280.77,370,2025-07-24T19:38:01.349964Z,2026-03-16T04:30:01.737453Z
PROD_000271,ProDock Lite,Storage,452.95,45,2026-04-24T09:55:00.657993Z,2026-07-12T15:30:46.940415Z
PROD_000272,MeshCam 16,,1787.28,769,2025-08-11T04:57:56.146731Z,2025-10-13T03:25:35.616220Z
PROD_000273,ProDock Lite,Storage,1107.46,854,2025-07-14T04:02:18.257770Z,2025-10-24T02:39:08.465011Z
PROD_000274,MeshCam X2,Electronics,694.76,179,2024-10-29T07:12:25.090647Z,2025-04-30T13:22:21.534975Z
PROD_000275,ClearAudio X2,Software,77.66,142,2024-12-28T01:43:15.424864Z,2025-09-10T20:57:30.783694Z
PROD_000276,UltraBook X2,Accessories,161.43,563,2025-11-09T15:02:27.607175Z,2026-04-18T00:20:29.079707Z
PROD_000277,ProDock S,Storage,1859.93,829,2025-01-30T05:15:23.838271Z,2025-04-25T06:36:51.240791Z
PROD_000278,ClearAudio Lite,Peripherals,1830.57,83,2025-03-25T13:21:30.857420Z,2025-04-02T01:57:28.609937Z
PROD_000279,SwiftDrive 14,Networking,729.9,405,2024-12-27T21:16:26.786302Z,2025-04-16T16:50:21.658589Z
PROD_000280,UltraBook Pro,Audio,2231.03,70,2025-07-05T20:57:04.338683Z,2026-07-18T22:19:34.528927Z
PROD_000281,SwiftDrive Max,Peripherals,102.85,740,2025-06-20T07:14:26.212947Z,2025-08-09T07:00:20.505407Z
PROD_000282,FlexStand 14,,1708.09,839,2025-08-13T17:57:18.125323Z,2026-01-14T12:49:16.244619Z
PROD_000283,VisionPanel 16,Electronics,1095.74,848,2025-11-03T23:17:28.064474Z,2025-11-19T03:52:11.357573Z
PROD_000284,CoreSwitch Max,Software,1696.44,94,2026-04-30T14:41:53.887986Z,2026-05-21T17:23:24.554891Z
PROD_000285,UltraBook X2,Software,282.55,757,2025-08-23T07:44:49.590143Z,2026-06-28T07:01:48.735518Z
PROD_000286,NanoMouse 16,Storage,189.32,253,2024-09-28T22:41:04.511837Z,2025-09-18T18:13:56.394047Z
PROD_000287,FlexStand Lite,Electronics,707.87,394,2025-12-25T11:45:45.840363Z,2026-01-01T20:18:59.912380Z
PROD_000288,NanoMouse X2,Software,867.99,872,2024-12-31T12:55:23.007032Z,2025-12-08T18:16:25.188666Z
PROD_000289,ClearAudio S,Networking,2089.7,460,2025-11-24T03:37:42.858548Z,2026-04-10T05:26:01.797008Z
PROD_000290,StreamDeck 16,Accessories,330.59,524,2026-05-09T00:47:07.027671Z,2026-06-27T19:56:50.230980Z
PROD_000291,RapidSSD Lite,Electronics,1060.51,834,2024-08-04T17:04:41.490055Z,2026-03-28T01:03:55.205840Z
PROD_000292,VisionPanel Air,,2387.33,864,2025-12-25T21:42:44.549330Z,2026-06-19T14:29:52.514795Z
PROD_000293,RapidSSD Elite,Accessories,2046.45,518,2024-09-20T04:56:06.110290Z,2024-12-15T18:21:27.678931Z
PROD_000294,UltraBook Elite,Peripherals,1583.09,608,2026-04-07T11:24:44.836928Z,2026-05-28T18:43:07.621640Z
PROD_000295,StreamDeck 16,Peripherals,1966.41,410,2024-12-31T07:54:59.764760Z,2025-02-06T18:59:47.695096Z
PROD_000296,CoreSwitch Pro,Electronics,1116.46,507,2025-05-17T11:06:27.489659Z,2026-05-26T23:17:56.849843Z
PROD_000297,QuietKey 16,Computers,1740.89,501,2025-10-01T23:31:16.534345Z,2026-05-31T14:18:31.473040Z
PROD_000298,CoreSwitch X2,Audio,1467.13,221,2025-08-18T17:15:23.405409Z,2026-06-28T19:37:37.492490Z
PROD_000299,UltraBook 16,Electronics,1810.35,713,2025-01-29T12:57:16.446468Z,2026-01-23T20:36:07.155927Z
PROD_000300,RapidSSD S,Storage,931.12,215,2025-12-16T11:15:43.039396Z,2026-01-13T06:40:04.257232Z
